CNPJ_CIA;DENOM_CIA;DT_REFER;CD_CVM;ID_DOC;VERSAO;stock.type;stock.class;qtd.issue
04.370.282/0001-70;COPEL GERA;2021-01-01;24740;105272;1;ON;0;0
04.370.282/0001-70;COPEL GERA;2021-01-01;24740;105272;1;PN;0;0
04.423.567/0001-21;ENEVA S.A;2021-01-01;21237;105475;1;ON;0;1265254083.1442
04.423.567/0001-21;ENEVA S.A;2021-01-01;21237;105475;1;PN;0;0
04.437.534/0001-30;UNIDAS S.A.;2021-01-01;21555;105546;1;ON;0;0
04.437.534/0001-30;UNIDAS S.A.;2021-01-01;21555;105546;1;PN;0;0
04.739.720/0001-24;NA;2021-01-01;NA;105240;1;ON;0;0
04.739.720/0001-24;NA;2021-01-01;NA;105240;1;PN;0;0
04.752.991/0001-10;BIOMM S.A.;2021-01-01;19305;105878;3;ON;0;67716246.8209653
04.752.991/0001-10;BIOMM S.A.;2021-01-01;19305;105878;3;PN;0;0
04.821.041/0001-08;METALFRIO SOLUTIONS S.A.;2021-01-01;20613;105642;1;ON;0;4106476.7063922
04.821.041/0001-08;METALFRIO SOLUTIONS S.A.;2021-01-01;20613;105642;1;PN;0;0
04.895.728/0001-80;CENTRAIS ELET DO PARA S.A. - CELPA;2021-01-01;18309;105601;1;ON;0;2209148524.09639
04.895.728/0001-80;EQUATORIAL PAR;2021-01-01;18309;105601;1;ON;0;2209148524.09639
04.895.728/0001-80;CENTRAIS ELET DO PARA S.A. - CELPA;2021-01-01;18309;105601;1;PN;0;4453331.47383688
04.895.728/0001-80;EQUATORIAL PAR;2021-01-01;18309;105601;1;PN;0;4453331.47383688
04.902.979/0001-44;BCO AMAZONIA S.A.;2021-01-01;922;105353;1;ON;0;29698357.1428571
04.902.979/0001-44;BCO AMAZONIA S.A.;2021-01-01;922;105353;1;PN;0;0
04.912.242/0001-02;PORTUENSE FERRAGENS S/A;2021-01-01;9717;104814;1;ON;0;29888.0226998262
04.912.242/0001-02;PORTUENSE FERRAGENS S/A;2021-01-01;9717;104814;1;PN;0;35665.4982215578
04.913.711/0001-08;BCO ESTADO DO PARA S.A.;2021-01-01;1171;105811;4;ON;0;9522918.61552853
04.913.711/0001-08;BCO ESTADO DO PARA S.A.;2021-01-01;1171;105811;4;PN;0;0
04.986.320/0001-13;SER EDUCACIONAL S.A.;2021-01-01;23221;105421;1;ON;0;128733728.974177
04.986.320/0001-13;SER EDUCACIONAL S.A.;2021-01-01;23221;105421;1;PN;0;0
04.992.714/0001-84;NOVA TRANSPORTADORA DO SUDESTE S.A. - NTS;2021-01-01;24708;105140;1;ON;0;0
04.992.714/0001-84;NOVA TRANSPORTADORA DO SUDESTE S.A. - NTS;2021-01-01;24708;105140;1;PN;0;0
05.197.443/0001-38;HAPVIDA PARTICIPA;2021-01-01;24392;105764;7;ON;0;3891569720.53567
05.197.443/0001-38;HAPVIDA PARTICIPA;2021-01-01;24392;105764;7;PN;0;0
05.336.882/0001-84;CACHOEIRA PAULISTA TRANSMISSORA ENERGIA S.A.;2021-01-01;22683;105071;1;ON;0;76281111
05.336.882/0001-84;CACHOEIRA PAULISTA TRANSMISSORA ENERGIA S.A.;2021-01-01;22683;105071;1;PN;0;0
05.721.735/0001-28;WILSON SONS LTD.;2021-01-01;80047;106044;7;ON;0;72736308.6936309
05.721.735/0001-28;WILSON SONS LTD.;2021-01-01;80047;106044;7;PN;0;0
05.730.375/0001-20;SMILES FIDELIDADE S.A.;2021-01-01;24252;105959;2;ON;0;124158952.022665
05.730.375/0001-20;SMILES FIDELIDADE S.A.;2021-01-01;24252;105959;2;PN;0;0
05.799.312/0001-20;TERRA SANTA AGRO S.A.;2021-01-01;20354;105526;1;ON;0;21787091.0028201
05.799.312/0001-20;TERRA SANTA AGRO S.A.;2021-01-01;20354;105526;1;PN;0;0
05.878.397/0001-32;ALIANSCE SONAE SHOPPING CENTERS S.A.;2021-01-01;22357;106003;2;ON;0;265772780.743491
05.878.397/0001-32;ALIANSCE SONAE SHOPPING CENTERS S.A.;2021-01-01;22357;106003;2;PN;0;0
05.889.284/0001-32;CSA-COMPANHIA SECURITIZADORA DE ATIVOS;2021-01-01;19470;104949;1;ON;0;0
05.889.284/0001-32;CSA-COMPANHIA SECURITIZADORA DE ATIVOS;2021-01-01;19470;104949;1;PN;0;0
05.917.486/0001-40;NA;2021-01-01;NA;104526;2;ON;0;0
05.917.486/0001-40;NA;2021-01-01;NA;104526;2;PN;0;0
06.016.348/0001-53;VENTOS DO SUL ENERGIA S.A.;2021-01-01;24767;105221;1;ON;0;0
06.016.348/0001-53;VENTOS DO SUL ENERGIA S.A.;2021-01-01;24767;105221;1;PN;0;0
06.047.087/0001-39;REDE D'OR S;2021-01-01;24821;105825;4;ON;0;2010380354.55626
06.047.087/0001-39;REDE D'OR S;2021-01-01;24821;105825;4;PN;0;0
06.057.223/0001-71;NA;2021-01-01;NA;106016;2;ON;0;269681889.937534
06.057.223/0001-71;NA;2021-01-01;NA;106016;2;PN;0;0
06.164.253/0001-87;GOL LINHAS AEREAS INTELIGENTES S.A.;2021-01-01;19569;105743;2;ON;0;0
06.164.253/0001-87;GOL LINHAS AEREAS INTELIGENTES S.A.;2021-01-01;19569;105743;2;PN;0;274023871.019172
06.272.793/0001-84;CIA ENERGETICA DO MARANHAO - CEMAR;2021-01-01;16608;105599;1;ON;0;161303708.381171
06.272.793/0001-84;EQUATORIAL MARANH;2021-01-01;16608;105599;1;ON;0;161303708.381171
06.272.793/0001-84;CIA ENERGETICA DO MARANHAO - CEMAR;2021-01-01;16608;105599;1;PN;0;2865000.92199889
06.272.793/0001-84;EQUATORIAL MARANH;2021-01-01;16608;105599;1;PN;0;2865000.92199889
06.347.409/0001-65;NA;2021-01-01;NA;105629;1;ON;0;0
06.347.409/0001-65;NA;2021-01-01;NA;105629;1;PN;0;0
06.626.253/0001-51;EMPREENDIMENTOS PAGUE MENOS S.A.;2021-01-01;22608;105473;1;ON;0;443778677.462888
06.626.253/0001-51;EMPREENDIMENTOS PAGUE MENOS S.A.;2021-01-01;22608;105473;1;PN;0;0
06.948.969/0001-75;LINX S.A.;2021-01-01;23035;105044;1;ON;0;187121110.841914
06.948.969/0001-75;LINX S.A.;2021-01-01;23035;105044;1;PN;0;0
06.977.745/0001-91;BR MALLS PARTICIPACOES S.A.;2021-01-01;19909;105093;1;ON;0;873144936.925003
06.977.745/0001-91;BR MALLS PARTICIPACOES S.A.;2021-01-01;19909;105093;1;PN;0;0
06.977.751/0001-49;BR PROPERTIES S.A.;2021-01-01;19925;104786;1;ON;0;491510029.735421
06.977.751/0001-49;BR PROPERTIES S.A.;2021-01-01;19925;104786;1;PN;0;0
06.981.176/0001-58;CEMIG GERACAO E TRANSMISSAO S.A.;2021-01-01;20320;105398;2;ON;0;0
06.981.176/0001-58;CEMIG GERACAO E TRANSMISSAO S.A.;2021-01-01;20320;105398;2;PN;0;0
06.981.180/0001-16;CEMIG DISTRIBUICAO S.A.;2021-01-01;20303;105387;2;ON;0;0
06.981.180/0001-16;CEMIG DISTRIBUICAO S.A.;2021-01-01;20303;105387;2;PN;0;0
06.981.381/0001-13;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;2021-03-31;23981;99839;3;ON;0;0
06.981.381/0001-13;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;2021-03-31;23981;99839;3;PN;0;0
07.040.108/0001-57;CAGECE - CIA DE AGUA E ESGOTO DO CEARA;2021-01-01;18546;104751;1;ON;0;183559805.60812
07.040.108/0001-57;CAGECE - CIA DE AGUA E ESGOTO DO CEARA;2021-01-01;18546;104751;1;PN;0;181690000
07.043.628/0001-13;CLARO TELECOM PARTICIPA;2021-01-01;23531;105295;1;ON;0;0
07.043.628/0001-13;CLARO TELECOM PARTICIPA;2021-01-01;23531;105295;1;PN;0;0
07.047.251/0001-70;CIA ENERGETICA DO CEARA - COELCE;2021-01-01;14869;105880;2;ON;0;48067928.7571777
07.047.251/0001-70;CIA ENERGETICA DO CEARA - COELCE;2021-01-01;14869;105880;2;PN;0;29787361.7946618
07.119.838/0001-48;BRAZIL REALTY CIA SECURIT. CR;2021-01-01;19720;105330;1;ON;0;0
07.119.838/0001-48;BRAZIL REALTY CIA SECURIT. CR;2021-01-01;19720;105330;1;PN;0;0
07.206.816/0001-15;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS;2021-01-01;20338;105725;2;ON;0;338999997.309822
07.206.816/0001-15;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS;2021-01-01;20338;105725;2;PN;0;0
07.237.373/0001-20;BCO NORDESTE DO BRASIL S.A.;2021-01-01;1228;106025;3;ON;0;86510845.0704225
07.237.373/0001-20;BCO NORDESTE DO BRASIL S.A.;2021-01-01;1228;106025;3;PN;0;0
07.253.321/0001-47;CARBOMIL SA MINER. E INDUSTRIA;2021-01-01;14168;105092;1;ON;0;221428.571428571
07.253.321/0001-47;CARBOMIL SA MINER. E INDUSTRIA;2021-01-01;14168;105092;1;PN;0;220000
07.275.159/0001-68;PETROLEO LUB DO NORDESTE SA;2021-01-01;9520;104187;1;ON;0;496425.170772097
07.275.159/0001-68;PETROLEO LUB DO NORDESTE SA;2021-01-01;9520;104187;1;PN;0;1753429.79972738
07.282.377/0001-20;ENERGISA SUL-SUDESTE - DISTRIBUIDORA DE ENERGIA S/A;2021-01-01;24864;106035;2;ON;0;97466.6666666667
07.282.377/0001-20;ENERGISA SUL-SUDESTE - DISTRIBUIDORA DE ENERGIA S/A;2021-01-01;24864;106035;2;PN;0;0
07.334.600/0001-35;MARINA DE IRACEMA PARK SA;2021-01-01;16268;104809;1;ON;0;0
07.334.600/0001-35;MARINA DE IRACEMA PARK SA;2021-01-01;16268;104809;1;PN;0;0
07.401.436/0001-31;ELDORADO BRASIL CELULOSE S.A.;2021-01-01;22810;105515;1;ON;0;1525558419
07.401.436/0001-31;ELDORADO BRASIL CELULOSE S.A.;2021-01-01;22810;105515;1;PN;0;0
07.415.333/0001-20;NA;2021-01-01;NA;105386;1;ON;0;206510203.119333
07.415.333/0001-20;NA;2021-01-01;NA;105386;1;PN;0;0
07.437.016/0001-05;CINESYSTEM S.A.;2021-01-01;23965;105320;1;ON;0;0
07.437.016/0001-05;CINESYSTEM S.A.;2021-01-01;23965;105320;1;PN;0;0
07.526.557/0001-00;AMBEV S.A.;2021-01-01;23264;105981;2;ON;0;15739433730.5887
07.526.557/0001-00;AMBEV S.A.;2021-01-01;23264;105981;2;PN;0;0
07.587.384/0001-30;GAIA SECURITIZADORA S.A.;2021-01-01;20222;104687;1;ON;0;0
07.587.384/0001-30;GAIA SECURITIZADORA S.A.;2021-01-01;20222;104687;1;PN;0;0
07.594.978/0001-78;SMARTFIT ESCOLA DE GIN;2021-01-01;24260;104588;1;ON;0;0
07.594.978/0001-78;SMARTFIT ESCOLA DE GIN;2021-01-01;24260;104588;1;PN;0;0
07.628.528/0001-59;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;2021-06-30;20036;104837;8;ON;0;82104053.5397107
07.628.528/0001-59;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;2021-06-30;20036;104837;8;PN;0;0
07.659.538/0001-51;DINAMICA ENERGIA S.A.;2021-01-01;20052;104828;2;ON;0;334424444
07.659.538/0001-51;DINAMICA ENERGIA S.A.;2021-01-01;20052;104828;2;PN;0;0
07.689.002/0001-89;EMBRAER S.A.;2021-01-01;20087;105292;1;ON;0;740467132.719098
07.689.002/0001-89;EMBRAER S.A.;2021-01-01;20087;105292;1;PN;0;0
07.718.269/0001-57;SPRINGS GLOBAL PARTICIPACOES S.A.;2021-01-01;20966;104765;1;ON;0;49995395.2870549
07.718.269/0001-57;SPRINGS GLOBAL PARTICIPACOES S.A.;2021-01-01;20966;104765;1;PN;0;0
07.816.890/0001-53;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;2021-01-01;20982;103262;1;ON;0;565365775.34586
07.816.890/0001-53;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;2021-01-01;20982;103262;1;PN;0;0
07.820.907/0001-46;CR2 EMPREENDIMENTOS IMOBILIARIOS S.A.;2021-01-01;20630;104876;1;ON;0;2422151.76064831
07.820.907/0001-46;CR2 EMPREENDIMENTOS IMOBILIARIOS S.A.;2021-01-01;20630;104876;1;PN;0;0
07.857.093/0001-14;NA;2021-01-01;NA;105802;2;ON;0;70750305.2359709
07.857.093/0001-14;NA;2021-01-01;NA;105802;2;PN;0;0
07.857.850/0001-50;GP INVESTMENTS, LTD.;2021-01-01;80020;105634;1;ON;0;0
07.857.850/0001-50;GP INVESTMENTS, LTD.;2021-01-01;80020;105634;1;PN;0;75321531.9163146
07.859.510/0001-68;JHSF MALLS S.A.;2021-01-01;24473;105273;1;ON;0;0
07.859.510/0001-68;JHSF MALLS S.A.;2021-01-01;24473;105273;1;PN;0;0
07.859.971/0001-30;TRANSMISSORA ALIAN;2021-01-01;20257;105744;2;ON;0;590714064.811063
07.859.971/0001-30;TRANSMISSORA ALIAN;2021-01-01;20257;105744;2;PN;0;442782655.307418
07.882.930/0001-65;NA;2021-01-01;NA;105434;1;ON;0;105773620.436527
07.882.930/0001-65;NA;2021-01-01;NA;105434;1;PN;0;0
07.976.147/0001-60;NA;2021-01-01;NA;104724;4;ON;0;0
07.976.147/0001-60;NA;2021-01-01;NA;104724;4;PN;0;0
08.065.557/0001-12;TECNISA S.A.;2021-01-01;20435;105577;1;ON;0;73619230.0799209
08.065.557/0001-12;TECNISA S.A.;2021-01-01;20435;105577;1;PN;0;0
08.070.508/0001-78;RAIZEN ENERGIA S.A.;2021-03-31;23230;105885;3;ON;0;0
08.070.508/0001-78;RAIZEN ENERGIA S.A.;2021-03-31;23230;105885;3;PN;0;0
08.078.847/0001-09;LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.;2021-01-01;20370;105250;1;ON;0;147554630.929959
08.078.847/0001-09;LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.;2021-01-01;20370;105250;1;PN;0;0
08.159.965/0001-33;COMPANHIA DE ;2021-01-01;22403;105930;2;ON;0;268734034
08.159.965/0001-33;IGUA SANEAMENTO S.A.;2021-01-01;23175;105930;2;ON;0;268734034
08.159.965/0001-33;COMPANHIA DE ;2021-01-01;22403;105930;2;PN;0;0
08.159.965/0001-33;IGUA SANEAMENTO S.A.;2021-01-01;23175;105930;2;PN;0;0
08.294.224/0001-65;JHSF PARTICIPACOES S.A.;2021-01-01;20605;105076;1;ON;0;689024355.740717
08.294.224/0001-65;JHSF PARTICIPACOES S.A.;2021-01-01;20605;105076;1;PN;0;0
08.312.229/0001-73;EZ TEC EMPREEND. E PARTICIPACOES S.A.;2021-01-01;20770;105405;1;ON;0;226998695.438502
08.312.229/0001-73;EZ TEC EMPREEND. E PARTICIPACOES S.A.;2021-01-01;20770;105405;1;PN;0;0
08.324.196/0001-81;CIA ENERGETICA DO RIO GDE NORTE - COSERN;2021-01-01;18139;104718;2;ON;0;12975424310.8015
08.324.196/0001-81;CIA ENERGETICA DO RIO GDE NORTE - COSERN;2021-01-01;18139;104718;2;PN;0;1939282017.03122
08.343.492/0001-20;MRV ENGENHARIA E PARTICIPACOES S.A.;2021-01-01;20915;105932;2;ON;0;482875032.235813
08.343.492/0001-20;MRV ENGENHARIA E PARTICIPACOES S.A.;2021-01-01;20915;105932;2;PN;0;0
08.364.948/0001-38;ALUPAR INVESTIMENTO S/A;2021-01-01;21490;105789;7;ON;0;596851587.893864
08.364.948/0001-38;ALUPAR INVESTIMENTO S/A;2021-01-01;21490;105789;7;PN;0;282158036.916174
08.402.943/0001-52;GUARARAPES CONFECCOES S.A.;2021-01-01;4669;105429;1;ON;0;499200003.314407
08.402.943/0001-52;GUARARAPES CONFECCOES S.A.;2021-01-01;4669;105429;1;PN;0;0
08.424.178/0001-71;TECBLU TECELAGEM BLUMENAU S.A.;2021-01-01;11215;105171;1;ON;0;120673.782521681
08.424.178/0001-71;TECBLU TECELAGEM BLUMENAU S.A.;2021-01-01;11215;105171;1;PN;0;120679.920009411
08.439.659/0001-50;CPFL ENERGIAS RENOV;2021-01-01;20540;104863;1;ON;0;0
08.439.659/0001-50;CPFL ENERGIAS RENOV;2021-01-01;20540;104863;1;PN;0;0
08.467.115/0001-00;CIA ESTADUAL DE DISTRIB ENER ELET-CEEE-D;2021-01-01;20648;105755;2;ON;0;9516464.70766434
08.467.115/0001-00;CIA ESTADUAL DE DISTRIB ENER ELET-CEEE-D;2021-01-01;20648;105755;2;PN;0;164009.462452184
08.493.364/0001-62;CIA MINEIRA DE A;2021-03-31;21709;97988;1;ON;0;1258415911
08.493.364/0001-62;CIA MINEIRA DE A;2021-03-31;21709;97988;1;PN;0;0
08.534.605/0001-74;RENOVA ENERGIA S.A. - EM RECUPERA;2021-01-01;21636;105375;1;ON;0;50855824.9421524
08.534.605/0001-74;RENOVA ENERGIA S.A. - EM RECUPERA;2021-01-01;21636;105375;1;PN;0;49288296.8243347
08.560.444/0001-93;CIA CELG DE PARTICIPACOES - CELGPAR;2021-01-01;21393;105859;2;ON;0;77829000
08.560.444/0001-93;CIA CELG DE PARTICIPACOES - CELGPAR;2021-01-01;21393;105859;2;PN;0;0
08.574.411/0001-00;PR;2021-01-01;24546;105288;1;ON;0;0
08.574.411/0001-00;PR;2021-01-01;24546;105288;1;PN;0;373242
08.613.550/0001-98;BRASIL BROKERS PARTICIPACOES S.A.;2021-01-01;21180;105693;1;ON;0;78531955.3038852
08.613.550/0001-98;BRASIL BROKERS PARTICIPACOES S.A.;2021-01-01;21180;105693;1;PN;0;0
08.764.621/0001-53;GENERAL SHOPPING E OUTLETS DO BRASIL S.A.;2021-01-01;21008;106038;2;ON;0;1928768.99697596
08.764.621/0001-53;GENERAL SHOPPING E OUTLETS DO BRASIL S.A.;2021-01-01;21008;106038;2;PN;0;0
08.769.451/0001-08;ISEC SECURITIZADORA S.A.;2021-01-01;20818;105023;3;ON;0;0
08.769.451/0001-08;ISEC SECURITIZADORA S.A.;2021-12-31;20818;101031;3;ON;0;0
08.769.451/0001-08;ISEC SECURITIZADORA S.A.;2021-01-01;20818;105023;3;PN;0;0
08.769.451/0001-08;ISEC SECURITIZADORA S.A.;2021-12-31;20818;101031;3;PN;0;0
08.773.135/0001-00;NA;2021-01-01;NA;105841;3;ON;0;113548476.190476
08.773.135/0001-00;NA;2021-01-01;NA;105841;3;PN;0;0
08.773.191/0001-36;BRASILIANA PARTICIPA;2021-01-01;23930;105324;1;ON;0;0
08.773.191/0001-36;BRASILIANA PARTICIPA;2021-01-01;23930;105324;1;PN;0;0
08.795.211/0001-70;MAESTRO LOCADORA DE VEICULOS S.A.;2021-01-01;23612;105502;1;ON;0;0
08.795.211/0001-70;MAESTRO LOCADORA DE VEICULOS S.A.;2021-01-01;23612;105502;1;PN;0;0
08.797.760/0001-83;NA;2021-01-01;NA;104929;1;ON;0;29187118123.1431
08.797.760/0001-83;NA;2021-01-01;NA;104929;1;PN;0;0
08.801.621/0001-86;CYRELA COMMERCIAL PROPERT S.A. EMPR PART;2021-01-01;21040;105843;2;ON;0;152645901.136015
08.801.621/0001-86;CYRELA COMMERCIAL PROPERT S.A. EMPR PART;2021-01-01;21040;105843;2;PN;0;0
08.807.432/0001-10;ESTACIO PARTICIPACOES S.A.;2021-01-01;21016;105403;1;ON;0;309088886.149041
08.807.432/0001-10;YDUQS PARTICIPACOES S.A.;2021-01-01;21016;105403;1;ON;0;309088886.149041
08.807.432/0001-10;ESTACIO PARTICIPACOES S.A.;2021-01-01;21016;105403;1;PN;0;0
08.807.432/0001-10;YDUQS PARTICIPACOES S.A.;2021-01-01;21016;105403;1;PN;0;0
08.811.643/0001-27;TRISUL S.A.;2021-01-01;21130;105033;1;ON;0;186617095.320313
08.811.643/0001-27;TRISUL S.A.;2021-01-01;21130;105033;1;PN;0;0
08.822.767/0001-08;CONCESSION;2021-01-01;24104;105760;1;ON;0;0
08.822.767/0001-08;CONCESSION;2021-01-01;24104;105760;1;PN;0;0
08.827.501/0001-58;AEGEA SANEAMENTO E PARTICIPA;2021-01-01;23396;104914;1;ON;0;691876937.598322
08.827.501/0001-58;AEGEA SANEAMENTO E PARTICIPA;2021-01-01;23396;104914;1;PN;0;138834332.976159
08.873.873/0001-10;ECORODOVIAS CONCESS;2021-01-01;21903;105952;2;ON;0;0
08.873.873/0001-10;ECORODOVIAS CONCESS;2021-01-01;21903;105952;2;PN;0;0
08.902.291/0001-15;NA;2021-01-01;NA;104884;1;ON;0;5591150641.17296
08.902.291/0001-15;NA;2021-01-01;NA;104884;1;PN;0;0
08.926.302/0001-05;DOMMO ENERGIA S.A.;2021-01-01;23493;105957;2;ON;0;310093071.42649
08.926.302/0001-05;DOMMO ENERGIA S.A.;2021-01-01;23493;105957;2;PN;0;0
08.935.054/0001-50;MULTINER S/A;2021-01-01;21520;105557;1;ON;0;7877739.94479077
08.935.054/0001-50;MULTINER S/A;2021-01-01;21520;105557;1;PN;0;6843556.98463153
08.937.002/0001-13;VISION SECURITIZADORA S.A.;2021-01-01;21075;104847;1;ON;0;1293000
08.937.002/0001-13;VISION SECURITIZADORA S.A.;2021-01-01;21075;104847;1;PN;0;0
09.041.168/0001-10;LOG COMMERCIAL PROPERTIES E PARTICIPA;2021-01-01;23272;103397;5;ON;0;102158424.231964
09.041.168/0001-10;LOG COMMERCIAL PROPERTIES E PARTICIPA;2021-01-01;23272;103397;5;PN;0;0
09.042.817/0001-05;NA;2021-01-01;NA;106007;2;ON;0;90909419.0858523
09.042.817/0001-05;NA;2021-01-01;NA;106007;2;PN;0;0
09.053.134/0001-45;NA;2021-01-01;NA;104729;1;ON;0;481266211.847225
09.053.134/0001-45;NA;2021-01-01;NA;104729;1;PN;0;0
09.054.385/0001-44;INBRANDS S.A.;2021-01-01;22560;105069;1;ON;0;13919845.6449835
09.054.385/0001-44;INBRANDS S.A.;2021-01-01;22560;105069;1;PN;0;0
09.074.183/0001-64;TRANSBRASILIANA CONCESSION;2021-01-01;22225;105252;1;ON;0;428071225
09.074.183/0001-64;TRANSBRASILIANA CONCESSION;2021-01-01;22225;105252;1;PN;0;0
09.083.175/0001-84;NA;2021-01-01;NA;105167;1;ON;0;126508660.447761
09.083.175/0001-84;NA;2021-01-01;NA;105167;1;PN;0;0
09.095.183/0001-40;ENERGISA PARA;2021-01-01;21938;105998;2;ON;0;0
09.095.183/0001-40;ENERGISA PARA;2021-01-01;21938;105998;2;PN;0;0
09.112.685/0001-32;OSX BRASIL S.A.;2021-01-01;21342;105651;1;ON;0;3148038.01784918
09.112.685/0001-32;OSX BRASIL S.A.;2021-01-01;21342;105651;1;PN;0;0
09.114.805/0001-30;NA;2021-01-01;NA;105566;1;ON;0;199959555.563779
09.114.805/0001-30;NA;2021-01-01;NA;105566;1;PN;0;0
09.116.278/0001-01;CONPEL CIA NORDESTINA PAPEL;2021-01-01;4685;105084;1;ON;0;18122506.4499484
09.116.278/0001-01;CONPEL CIA NORDESTINA PAPEL;2021-01-01;4685;105084;1;PN;0;16425532.2580645
09.146.451/0001-06;NA;2021-01-01;NA;104771;3;ON;0;0
09.146.451/0001-06;NA;2021-01-01;NA;104771;3;PN;0;0
09.149.503/0001-06;OMEGA ENERGIA RENOV;2021-01-01;22110;105088;1;ON;0;196227233.663108
09.149.503/0001-06;OMEGA GERA;2021-01-01;23426;105088;1;ON;0;196227233.663108
09.149.503/0001-06;OMEGA ENERGIA RENOV;2021-01-01;22110;105088;1;PN;0;0
09.149.503/0001-06;OMEGA GERA;2021-01-01;23426;105088;1;PN;0;0
09.229.201/0001-30;NA;2021-01-01;NA;104510;3;ON;0;667514508.75065
09.229.201/0001-30;NA;2021-01-01;NA;104510;3;PN;0;0
09.257.877/0001-37;FERROVIA NORTE SUL S/A;2021-01-01;21814;104812;1;ON;0;0
09.257.877/0001-37;FERROVIA NORTE SUL S/A;2021-01-01;21814;104812;1;PN;0;0
09.288.252/0001-32;ANIMA HOLDING S.A.;2021-01-01;23248;105417;1;ON;0;403868806.191717
09.288.252/0001-32;ANIMA HOLDING S.A.;2021-01-01;23248;105417;1;PN;0;0
09.295.063/0001-97;TECHNOS S.A.;2021-01-01;22519;105555;1;ON;0;78506214.7709877
09.295.063/0001-97;TECHNOS S.A.;2021-01-01;22519;105555;1;PN;0;0
09.304.427/0001-58;HABITASEC SECURITIZADORA SA;2021-01-01;21628;105341;1;ON;0;9e+05
09.304.427/0001-58;HABITASEC SECURITIZADORA SA;2021-01-01;21628;105341;1;PN;0;0
09.305.994/0001-29;AZUL S.A.;2021-01-01;24112;104952;1;ON;0;928964909.090909
09.305.994/0001-29;AZUL S.A.;2021-01-01;24112;104952;1;PN;0;331644723.965383
09.313.969/0001-97;AUTOPISTA LITORAL SUL;2021-01-01;21997;104969;1;ON;0;0
09.313.969/0001-97;AUTOPISTA LITORAL SUL;2021-01-01;21997;104969;1;PN;0;0
09.324.949/0001-11;AUTOPISTA FLUMINENSE SA;2021-01-01;22004;104945;1;ON;0;0
09.324.949/0001-11;AUTOPISTA FLUMINENSE SA;2021-01-01;22004;104945;1;PN;0;0
09.325.109/0001-73;AUTOPISTA PLANALTO SUL SA;2021-01-01;21970;104966;1;ON;0;0
09.325.109/0001-73;AUTOPISTA PLANALTO SUL SA;2021-01-01;21970;104966;1;PN;0;0
09.326.342/0001-70;AUTOPISTA FERN;2021-01-01;21989;104963;1;ON;0;0
09.326.342/0001-70;AUTOPISTA FERN;2021-01-01;21989;104963;1;PN;0;0
09.336.431/0001-06;AUTOPISTA REGIS BITTENCOURT SA;2021-01-01;21962;104965;1;ON;0;0
09.336.431/0001-06;AUTOPISTA REGIS BITTENCOURT SA;2021-01-01;21962;104965;1;PN;0;0
09.346.601/0001-25;B3 S.A. - BRASIL, BOLSA, BALC;2021-01-01;21610;105817;3;ON;0;6125999998.54899
09.346.601/0001-25;B3 S.A. - BRASIL, BOLSA, BALC;2021-01-01;21610;105817;3;PN;0;0
09.347.516/0001-81;NA;2021-01-01;NA;105783;2;ON;0;138073339.471568
09.347.516/0001-81;NA;2021-01-01;NA;105783;2;PN;0;0
09.391.823/0001-60;SANTO ANTONIO ENERGIA S.A.;2021-01-01;23388;105436;1;ON;0;0
09.391.823/0001-60;SANTO ANTONIO ENERGIA S.A.;2021-01-01;23388;105436;1;PN;0;0
09.414.761/0001-64;ACCIONA CONCESS;2021-01-01;22446;105618;1;ON;0;0
09.414.761/0001-64;K INFRA RODOVIA DO A;2021-01-01;22446;105618;1;ON;0;0
09.414.761/0001-64;ACCIONA CONCESS;2021-01-01;22446;105618;1;PN;0;0
09.414.761/0001-64;K INFRA RODOVIA DO A;2021-01-01;22446;105618;1;PN;0;0
09.611.768/0001-76;INTER CONSTRUTORA E INCORPORADORA S.A.;2021-01-01;24279;105845;2;ON;0;0
09.611.768/0001-76;INTER CONSTRUTORA E INCORPORADORA S.A.;2021-01-01;24279;105845;2;PN;0;0
09.625.321/0001-56;NA;2021-01-01;NA;105552;1;ON;0;0
09.625.321/0001-56;NA;2021-01-01;NA;105552;1;PN;0;0
09.813.204/0001-16;NA;2021-01-01;NA;104739;3;ON;0;0
09.813.204/0001-16;NA;2021-01-01;NA;104739;3;PN;0;0
10.139.870/0001-08;NA;2021-01-01;NA;105349;1;ON;0;238662333.966426
10.139.870/0001-08;NA;2021-01-01;NA;105349;1;PN;0;0
10.215.988/0001-60;CIA LOCA;2021-01-01;22691;105537;1;ON;0;508721213.245172
10.215.988/0001-60;CIA LOCA;2021-01-01;22691;105537;1;PN;0;0
10.234.027/0001-00;LINHAS DE MACAP;2021-01-01;23680;105985;3;ON;0;0
10.234.027/0001-00;LINHAS DE MACAP;2021-01-01;23680;105985;3;PN;0;0
