"CNPJ_CIA","DT_REFER","ID_DOC","VERSAO","stock.type","qtd.issue","DENOM_CIA","CD_CVM","stock.class"
"04.030.182/0001-02",2021-01-01,103691,1,"ON",2458000,"CABINDA PARTICIPACOES S.A.",19119,0
"04.030.182/0001-02",2021-01-01,103691,1,"PN",4916000,"CABINDA PARTICIPACOES S.A.",19119,0
"04.031.213/0001-31",2021-01-01,103696,1,"ON",703211,"CACONDE PARTICIPACOES S.A.",19135,0
"04.031.213/0001-31",2021-01-01,103696,1,"PN",1406542,"CACONDE PARTICIPACOES S.A.",19135,0
"04.032.433/0001-80",2021-01-01,105668,1,"ON",24788845.6613809,"ATMA PARTICIPAÃ‡Ã•ES S.A.",19100,0
"04.032.433/0001-80",2021-01-01,105668,1,"ON",24788845.6613809,"LIQ PARTICIPAÃ‡Ã•ES S.A.",19100,0
"04.032.433/0001-80",2021-01-01,105668,1,"PN",0,"ATMA PARTICIPAÃ‡Ã•ES S.A.",19100,0
"04.032.433/0001-80",2021-01-01,105668,1,"PN",0,"LIQ PARTICIPAÃ‡Ã•ES S.A.",19100,0
"04.038.763/0001-82",2021-01-01,103707,2,"ON",0,"CAIANDA PARTICIPACOES S.A.",19097,0
"04.038.763/0001-82",2021-01-01,103707,2,"PN",0,"CAIANDA PARTICIPACOES S.A.",19097,0
"04.065.791/0001-99",2021-01-01,105070,1,"ON",70549406.3386944,"SINQIA S.A.",22799,0
"04.065.791/0001-99",2021-01-01,105070,1,"PN",0,"SINQIA S.A.",22799,0
"04.069.709/0001-02",2021-01-01,105797,2,"ON",132452493.540052,NA,NA,0
"04.069.709/0001-02",2021-01-01,105797,2,"PN",0,NA,NA,0
"04.089.570/0001-50",2021-01-01,104911,1,"ON",0,"ÃGUAS GUARIROBA S.A",23442,0
"04.089.570/0001-50",2021-01-01,104911,1,"PN",0,"ÃGUAS GUARIROBA S.A",23442,0
"04.128.563/0001-10",2021-01-01,105316,1,"ON",0,"AES TIETE ENERGIA SA",18970,0
"04.128.563/0001-10",2021-01-01,105316,1,"PN",0,"AES TIETE ENERGIA SA",18970,0
"04.149.454/0001-80",2021-01-01,105882,6,"ON",558693500.356056,"ECORODOVIAS INFRAESTRUTURA E LOGÃSTICA S.A.",19453,0
"04.149.454/0001-80",2021-01-01,105882,6,"PN",0,"ECORODOVIAS INFRAESTRUTURA E LOGÃSTICA S.A.",19453,0
"04.172.213/0001-51",2021-01-01,104860,1,"ON",0,"CIA PIRATININGA DE FORCA E LUZ",19275,0
"04.172.213/0001-51",2021-01-01,104860,1,"PN",0,"CIA PIRATININGA DE FORCA E LUZ",19275,0
"04.200.649/0001-07",2021-01-01,104736,2,"ON",820000,"CIA PROVINCIA DE SECURITIZAÃ‡ÃƒO",19429,0
"04.200.649/0001-07",2021-01-01,104736,2,"ON",820000,"CIA PROVINCIA DE SECURITIZAÃ‡ÃƒO CRED IMOB",19429,0
"04.200.649/0001-07",2021-01-01,104736,2,"PN",0,"CIA PROVINCIA DE SECURITIZAÃ‡ÃƒO",19429,0
"04.200.649/0001-07",2021-01-01,104736,2,"PN",0,"CIA PROVINCIA DE SECURITIZAÃ‡ÃƒO CRED IMOB",19429,0
"04.233.319/0001-18",2021-01-01,105136,1,"ON",0,"NCF PARTICIPAÃ‡Ã•ES S/A",24015,0
"04.233.319/0001-18",2021-01-01,105136,1,"PN",0,"NCF PARTICIPAÃ‡Ã•ES S/A",24015,0
"04.370.282/0001-70",2021-01-01,105272,1,"ON",0,"COPEL GERAÃ‡ÃƒO E TRANSMISSÃƒO S.A.",24740,0
"04.370.282/0001-70",2021-01-01,105272,1,"PN",0,"COPEL GERAÃ‡ÃƒO E TRANSMISSÃƒO S.A.",24740,0
"04.423.567/0001-21",2021-01-01,105475,1,"ON",1265254083.1442,"ENEVA S.A",21237,0
"04.423.567/0001-21",2021-01-01,105475,1,"PN",0,"ENEVA S.A",21237,0
"04.437.534/0001-30",2021-01-01,105546,1,"ON",0,"UNIDAS S.A.",21555,0
"04.437.534/0001-30",2021-01-01,105546,1,"PN",0,"UNIDAS S.A.",21555,0
"04.739.720/0001-24",2021-01-01,105240,1,"ON",0,NA,NA,0
"04.739.720/0001-24",2021-01-01,105240,1,"PN",0,NA,NA,0
"04.752.991/0001-10",2021-01-01,105878,3,"ON",67716246.8209653,"BIOMM S.A.",19305,0
"04.752.991/0001-10",2021-01-01,105878,3,"PN",0,"BIOMM S.A.",19305,0
"04.821.041/0001-08",2021-01-01,105642,1,"ON",4106476.7063922,"METALFRIO SOLUTIONS S.A.",20613,0
"04.821.041/0001-08",2021-01-01,105642,1,"PN",0,"METALFRIO SOLUTIONS S.A.",20613,0
"04.895.728/0001-80",2021-01-01,105601,1,"ON",2209148524.09639,"CENTRAIS ELET DO PARA S.A. - CELPA",18309,0
"04.895.728/0001-80",2021-01-01,105601,1,"ON",2209148524.09639,"EQUATORIAL PARÃ DISTRIBUIDORA DE ENERGIA S.A.",18309,0
"04.895.728/0001-80",2021-01-01,105601,1,"PN",4453331.47383688,"CENTRAIS ELET DO PARA S.A. - CELPA",18309,0
"04.895.728/0001-80",2021-01-01,105601,1,"PN",4453331.47383688,"EQUATORIAL PARÃ DISTRIBUIDORA DE ENERGIA S.A.",18309,0
"04.902.979/0001-44",2021-01-01,105353,1,"ON",29698357.1428571,"BCO AMAZONIA S.A.",922,0
"04.902.979/0001-44",2021-01-01,105353,1,"PN",0,"BCO AMAZONIA S.A.",922,0
"04.912.242/0001-02",2021-01-01,104814,1,"ON",29888.0226998262,"PORTUENSE FERRAGENS S/A",9717,0
"04.912.242/0001-02",2021-01-01,104814,1,"PN",35665.4982215578,"PORTUENSE FERRAGENS S/A",9717,0
"04.913.711/0001-08",2021-01-01,105811,4,"ON",9522918.61552853,"BCO ESTADO DO PARA S.A.",1171,0
"04.913.711/0001-08",2021-01-01,105811,4,"PN",0,"BCO ESTADO DO PARA S.A.",1171,0
"04.986.320/0001-13",2021-01-01,105421,1,"ON",128733728.974177,"SER EDUCACIONAL S.A.",23221,0
"04.986.320/0001-13",2021-01-01,105421,1,"PN",0,"SER EDUCACIONAL S.A.",23221,0
"04.992.714/0001-84",2021-01-01,105140,1,"ON",0,"NOVA TRANSPORTADORA DO SUDESTE S.A. - NTS",24708,0
"04.992.714/0001-84",2021-01-01,105140,1,"PN",0,"NOVA TRANSPORTADORA DO SUDESTE S.A. - NTS",24708,0
"05.197.443/0001-38",2021-01-01,105764,7,"ON",3891569720.53567,"HAPVIDA PARTICIPAÃ‡Ã•ES E INVESTIMENTOS S.A.",24392,0
"05.197.443/0001-38",2021-01-01,105764,7,"PN",0,"HAPVIDA PARTICIPAÃ‡Ã•ES E INVESTIMENTOS S.A.",24392,0
"05.336.882/0001-84",2021-01-01,105071,1,"ON",76281111,"CACHOEIRA PAULISTA TRANSMISSORA ENERGIA S.A.",22683,0
"05.336.882/0001-84",2021-01-01,105071,1,"PN",0,"CACHOEIRA PAULISTA TRANSMISSORA ENERGIA S.A.",22683,0
"05.721.735/0001-28",2021-01-01,106044,7,"ON",72736308.6936309,"WILSON SONS LTD.",80047,0
"05.721.735/0001-28",2021-01-01,106044,7,"PN",0,"WILSON SONS LTD.",80047,0
"05.730.375/0001-20",2021-01-01,105959,2,"ON",124158952.022665,"SMILES FIDELIDADE S.A.",24252,0
"05.730.375/0001-20",2021-01-01,105959,2,"PN",0,"SMILES FIDELIDADE S.A.",24252,0
"05.799.312/0001-20",2021-01-01,105526,1,"ON",21787091.0028201,"TERRA SANTA AGRO S.A.",20354,0
"05.799.312/0001-20",2021-01-01,105526,1,"PN",0,"TERRA SANTA AGRO S.A.",20354,0
"05.878.397/0001-32",2021-01-01,106003,2,"ON",265772780.743491,"ALIANSCE SONAE SHOPPING CENTERS S.A.",22357,0
"05.878.397/0001-32",2021-01-01,106003,2,"PN",0,"ALIANSCE SONAE SHOPPING CENTERS S.A.",22357,0
"05.889.284/0001-32",2021-01-01,104949,1,"ON",0,"CSA-COMPANHIA SECURITIZADORA DE ATIVOS",19470,0
"05.889.284/0001-32",2021-01-01,104949,1,"PN",0,"CSA-COMPANHIA SECURITIZADORA DE ATIVOS",19470,0
"05.917.486/0001-40",2021-01-01,104526,2,"ON",0,NA,NA,0
"05.917.486/0001-40",2021-01-01,104526,2,"PN",0,NA,NA,0
"06.016.348/0001-53",2021-01-01,105221,1,"ON",0,"VENTOS DO SUL ENERGIA S.A.",24767,0
"06.016.348/0001-53",2021-01-01,105221,1,"PN",0,"VENTOS DO SUL ENERGIA S.A.",24767,0
"06.047.087/0001-39",2021-01-01,105825,4,"ON",2010380354.55626,"REDE D'OR SÃƒO LUIZ S.A.",24821,0
"06.047.087/0001-39",2021-01-01,105825,4,"PN",0,"REDE D'OR SÃƒO LUIZ S.A.",24821,0
"06.057.223/0001-71",2021-01-01,106016,2,"ON",269681889.937534,NA,NA,0
"06.057.223/0001-71",2021-01-01,106016,2,"PN",0,NA,NA,0
"06.164.253/0001-87",2021-01-01,105743,2,"ON",0,"GOL LINHAS AEREAS INTELIGENTES S.A.",19569,0
"06.164.253/0001-87",2021-01-01,105743,2,"PN",274023871.019172,"GOL LINHAS AEREAS INTELIGENTES S.A.",19569,0
"06.272.793/0001-84",2021-01-01,105599,1,"ON",161303708.381171,"CIA ENERGETICA DO MARANHAO - CEMAR",16608,0
"06.272.793/0001-84",2021-01-01,105599,1,"ON",161303708.381171,"EQUATORIAL MARANHÃƒO DISTRIBUIDORA DE ENERGIA S.A.",16608,0
"06.272.793/0001-84",2021-01-01,105599,1,"PN",2865000.92199889,"CIA ENERGETICA DO MARANHAO - CEMAR",16608,0
"06.272.793/0001-84",2021-01-01,105599,1,"PN",2865000.92199889,"EQUATORIAL MARANHÃƒO DISTRIBUIDORA DE ENERGIA S.A.",16608,0
"06.347.409/0001-65",2021-01-01,105629,1,"ON",0,NA,NA,0
"06.347.409/0001-65",2021-01-01,105629,1,"PN",0,NA,NA,0
"06.626.253/0001-51",2021-01-01,105473,1,"ON",443778677.462888,"EMPREENDIMENTOS PAGUE MENOS S.A.",22608,0
"06.626.253/0001-51",2021-01-01,105473,1,"PN",0,"EMPREENDIMENTOS PAGUE MENOS S.A.",22608,0
"06.948.969/0001-75",2021-01-01,105044,1,"ON",187121110.841914,"LINX S.A.",23035,0
"06.948.969/0001-75",2021-01-01,105044,1,"PN",0,"LINX S.A.",23035,0
"06.977.745/0001-91",2021-01-01,105093,1,"ON",873144936.925003,"BR MALLS PARTICIPACOES S.A.",19909,0
"06.977.745/0001-91",2021-01-01,105093,1,"PN",0,"BR MALLS PARTICIPACOES S.A.",19909,0
"06.977.751/0001-49",2021-01-01,104786,1,"ON",491510029.735421,"BR PROPERTIES S.A.",19925,0
"06.977.751/0001-49",2021-01-01,104786,1,"PN",0,"BR PROPERTIES S.A.",19925,0
"06.981.176/0001-58",2021-01-01,105398,2,"ON",0,"CEMIG GERACAO E TRANSMISSAO S.A.",20320,0
"06.981.176/0001-58",2021-01-01,105398,2,"PN",0,"CEMIG GERACAO E TRANSMISSAO S.A.",20320,0
"06.981.180/0001-16",2021-01-01,105387,2,"ON",0,"CEMIG DISTRIBUICAO S.A.",20303,0
"06.981.180/0001-16",2021-01-01,105387,2,"PN",0,"CEMIG DISTRIBUICAO S.A.",20303,0
"06.981.381/0001-13",2021-03-31,99839,3,"ON",0,"CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.",23981,0
"06.981.381/0001-13",2021-03-31,99839,3,"PN",0,"CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.",23981,0
"07.040.108/0001-57",2021-01-01,104751,1,"ON",183559805.60812,"CAGECE - CIA DE AGUA E ESGOTO DO CEARA",18546,0
"07.040.108/0001-57",2021-01-01,104751,1,"PN",181690000,"CAGECE - CIA DE AGUA E ESGOTO DO CEARA",18546,0
"07.043.628/0001-13",2021-01-01,105295,1,"ON",0,"CLARO TELECOM PARTICIPAÃ‡Ã•ES S.A.",23531,0
"07.043.628/0001-13",2021-01-01,105295,1,"PN",0,"CLARO TELECOM PARTICIPAÃ‡Ã•ES S.A.",23531,0
"07.047.251/0001-70",2021-01-01,105880,2,"ON",48067928.7571777,"CIA ENERGETICA DO CEARA - COELCE",14869,0
"07.047.251/0001-70",2021-01-01,105880,2,"PN",29787361.7946618,"CIA ENERGETICA DO CEARA - COELCE",14869,0
"07.119.838/0001-48",2021-01-01,105330,1,"ON",0,"BRAZIL REALTY CIA SECURIT. CRÃ‰D. IMOBILIÃRIOS",19720,0
"07.119.838/0001-48",2021-01-01,105330,1,"PN",0,"BRAZIL REALTY CIA SECURIT. CRÃ‰D. IMOBILIÃRIOS",19720,0
"07.206.816/0001-15",2021-01-01,105725,2,"ON",338999997.309822,"M.DIAS BRANCO S.A. IND COM DE ALIMENTOS",20338,0
"07.206.816/0001-15",2021-01-01,105725,2,"PN",0,"M.DIAS BRANCO S.A. IND COM DE ALIMENTOS",20338,0
"07.237.373/0001-20",2021-01-01,106025,3,"ON",86510845.0704225,"BCO NORDESTE DO BRASIL S.A.",1228,0
"07.237.373/0001-20",2021-01-01,106025,3,"PN",0,"BCO NORDESTE DO BRASIL S.A.",1228,0
"07.253.321/0001-47",2021-01-01,105092,1,"ON",221428.571428571,"CARBOMIL SA MINER. E INDUSTRIA",14168,0
"07.253.321/0001-47",2021-01-01,105092,1,"PN",220000,"CARBOMIL SA MINER. E INDUSTRIA",14168,0
"07.275.159/0001-68",2021-01-01,104187,1,"ON",496425.170772097,"PETROLEO LUB DO NORDESTE SA",9520,0
"07.275.159/0001-68",2021-01-01,104187,1,"PN",1753429.79972738,"PETROLEO LUB DO NORDESTE SA",9520,0
"07.282.377/0001-20",2021-01-01,106035,2,"ON",97466.6666666667,"ENERGISA SUL-SUDESTE - DISTRIBUIDORA DE ENERGIA S/A",24864,0
"07.282.377/0001-20",2021-01-01,106035,2,"PN",0,"ENERGISA SUL-SUDESTE - DISTRIBUIDORA DE ENERGIA S/A",24864,0
"07.334.600/0001-35",2021-01-01,104809,1,"ON",0,"MARINA DE IRACEMA PARK SA",16268,0
"07.334.600/0001-35",2021-01-01,104809,1,"PN",0,"MARINA DE IRACEMA PARK SA",16268,0
"07.401.436/0001-31",2021-01-01,105515,1,"ON",1525558419,"ELDORADO BRASIL CELULOSE S.A.",22810,0
"07.401.436/0001-31",2021-01-01,105515,1,"PN",0,"ELDORADO BRASIL CELULOSE S.A.",22810,0
"07.415.333/0001-20",2021-01-01,105386,1,"ON",206510203.119333,NA,NA,0
"07.415.333/0001-20",2021-01-01,105386,1,"PN",0,NA,NA,0
"07.437.016/0001-05",2021-01-01,105320,1,"ON",0,"CINESYSTEM S.A.",23965,0
"07.437.016/0001-05",2021-01-01,105320,1,"PN",0,"CINESYSTEM S.A.",23965,0
"07.526.557/0001-00",2021-01-01,105981,2,"ON",15739433730.5887,"AMBEV S.A.",23264,0
"07.526.557/0001-00",2021-01-01,105981,2,"PN",0,"AMBEV S.A.",23264,0
"07.587.384/0001-30",2021-01-01,104687,1,"ON",0,"GAIA SECURITIZADORA S.A.",20222,0
"07.587.384/0001-30",2021-01-01,104687,1,"PN",0,"GAIA SECURITIZADORA S.A.",20222,0
"07.594.978/0001-78",2021-01-01,104588,1,"ON",0,"SMARTFIT ESCOLA DE GINÃSTICA E DANÃ‡A S.A.",24260,0
"07.594.978/0001-78",2021-01-01,104588,1,"PN",0,"SMARTFIT ESCOLA DE GINÃSTICA E DANÃ‡A S.A.",24260,0
"07.628.528/0001-59",2021-06-30,104837,8,"ON",82104053.5397107,"BRASILAGRO - CIA BRAS DE PROP AGRICOLAS",20036,0
"07.628.528/0001-59",2021-06-30,104837,8,"PN",0,"BRASILAGRO - CIA BRAS DE PROP AGRICOLAS",20036,0
"07.659.538/0001-51",2021-01-01,104828,2,"ON",334424444,"DINAMICA ENERGIA S.A.",20052,0
"07.659.538/0001-51",2021-01-01,104828,2,"PN",0,"DINAMICA ENERGIA S.A.",20052,0
"07.689.002/0001-89",2021-01-01,105292,1,"ON",740467132.719098,"EMBRAER S.A.",20087,0
"07.689.002/0001-89",2021-01-01,105292,1,"PN",0,"EMBRAER S.A.",20087,0
"07.718.269/0001-57",2021-01-01,104765,1,"ON",49995395.2870549,"SPRINGS GLOBAL PARTICIPACOES S.A.",20966,0
"07.718.269/0001-57",2021-01-01,104765,1,"PN",0,"SPRINGS GLOBAL PARTICIPACOES S.A.",20966,0
"07.816.890/0001-53",2021-01-01,103262,1,"ON",565365775.34586,"MULTIPLAN - EMPREEND IMOBILIARIOS S.A.",20982,0
"07.816.890/0001-53",2021-01-01,103262,1,"PN",0,"MULTIPLAN - EMPREEND IMOBILIARIOS S.A.",20982,0
"07.820.907/0001-46",2021-01-01,104876,1,"ON",2422151.76064831,"CR2 EMPREENDIMENTOS IMOBILIARIOS S.A.",20630,0
"07.820.907/0001-46",2021-01-01,104876,1,"PN",0,"CR2 EMPREENDIMENTOS IMOBILIARIOS S.A.",20630,0
"07.857.093/0001-14",2021-01-01,105802,2,"ON",70750305.2359709,NA,NA,0
"07.857.093/0001-14",2021-01-01,105802,2,"PN",0,NA,NA,0
"07.857.850/0001-50",2021-01-01,105634,1,"ON",0,"GP INVESTMENTS, LTD.",80020,0
"07.857.850/0001-50",2021-01-01,105634,1,"PN",75321531.9163146,"GP INVESTMENTS, LTD.",80020,0
"07.859.510/0001-68",2021-01-01,105273,1,"ON",0,"JHSF MALLS S.A.",24473,0
"07.859.510/0001-68",2021-01-01,105273,1,"PN",0,"JHSF MALLS S.A.",24473,0
"07.859.971/0001-30",2021-01-01,105744,2,"ON",590714064.811063,"TRANSMISSORA ALIANÃ‡A DE ENERGIA ELÃ‰TRICA S.A.",20257,0
"07.859.971/0001-30",2021-01-01,105744,2,"PN",442782655.307418,"TRANSMISSORA ALIANÃ‡A DE ENERGIA ELÃ‰TRICA S.A.",20257,0
"07.882.930/0001-65",2021-01-01,105434,1,"ON",105773620.436527,NA,NA,0
"07.882.930/0001-65",2021-01-01,105434,1,"PN",0,NA,NA,0
"07.976.147/0001-60",2021-01-01,104724,4,"ON",0,NA,NA,0
"07.976.147/0001-60",2021-01-01,104724,4,"PN",0,NA,NA,0
"08.065.557/0001-12",2021-01-01,105577,1,"ON",73619230.0799209,"TECNISA S.A.",20435,0
"08.065.557/0001-12",2021-01-01,105577,1,"PN",0,"TECNISA S.A.",20435,0
"08.070.508/0001-78",2021-03-31,105885,3,"ON",0,"RAIZEN ENERGIA S.A.",23230,0
"08.070.508/0001-78",2021-03-31,105885,3,"PN",0,"RAIZEN ENERGIA S.A.",23230,0
"08.078.847/0001-09",2021-01-01,105250,1,"ON",147554630.929959,"LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.",20370,0
"08.078.847/0001-09",2021-01-01,105250,1,"PN",0,"LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.",20370,0
"08.159.965/0001-33",2021-01-01,105930,2,"ON",268734034,"COMPANHIA DE ÃGUAS DO BRASIL - CAB AMBIENTAL",22403,0
"08.159.965/0001-33",2021-01-01,105930,2,"ON",268734034,"IGUA SANEAMENTO S.A.",23175,0
"08.159.965/0001-33",2021-01-01,105930,2,"PN",0,"COMPANHIA DE ÃGUAS DO BRASIL - CAB AMBIENTAL",22403,0
"08.159.965/0001-33",2021-01-01,105930,2,"PN",0,"IGUA SANEAMENTO S.A.",23175,0
"08.294.224/0001-65",2021-01-01,105076,1,"ON",689024355.740717,"JHSF PARTICIPACOES S.A.",20605,0
"08.294.224/0001-65",2021-01-01,105076,1,"PN",0,"JHSF PARTICIPACOES S.A.",20605,0
"08.312.229/0001-73",2021-01-01,105405,1,"ON",226998695.438502,"EZ TEC EMPREEND. E PARTICIPACOES S.A.",20770,0
"08.312.229/0001-73",2021-01-01,105405,1,"PN",0,"EZ TEC EMPREEND. E PARTICIPACOES S.A.",20770,0
"08.324.196/0001-81",2021-01-01,104718,2,"ON",12975424310.8015,"CIA ENERGETICA DO RIO GDE NORTE - COSERN",18139,0
"08.324.196/0001-81",2021-01-01,104718,2,"PN",1939282017.03122,"CIA ENERGETICA DO RIO GDE NORTE - COSERN",18139,0
"08.343.492/0001-20",2021-01-01,105932,2,"ON",482875032.235813,"MRV ENGENHARIA E PARTICIPACOES S.A.",20915,0
"08.343.492/0001-20",2021-01-01,105932,2,"PN",0,"MRV ENGENHARIA E PARTICIPACOES S.A.",20915,0
"08.364.948/0001-38",2021-01-01,105789,7,"ON",596851587.893864,"ALUPAR INVESTIMENTO S/A",21490,0
"08.364.948/0001-38",2021-01-01,105789,7,"PN",282158036.916174,"ALUPAR INVESTIMENTO S/A",21490,0
"08.402.943/0001-52",2021-01-01,105429,1,"ON",499200003.314407,"GUARARAPES CONFECCOES S.A.",4669,0
"08.402.943/0001-52",2021-01-01,105429,1,"PN",0,"GUARARAPES CONFECCOES S.A.",4669,0
"08.424.178/0001-71",2021-01-01,105171,1,"ON",120673.782521681,"TECBLU TECELAGEM BLUMENAU S.A.",11215,0
"08.424.178/0001-71",2021-01-01,105171,1,"PN",120679.920009411,"TECBLU TECELAGEM BLUMENAU S.A.",11215,0
"08.439.659/0001-50",2021-01-01,104863,1,"ON",0,"CPFL ENERGIAS RENOVÃVEIS S.A.",20540,0
"08.439.659/0001-50",2021-01-01,104863,1,"PN",0,"CPFL ENERGIAS RENOVÃVEIS S.A.",20540,0
"08.467.115/0001-00",2021-01-01,105755,2,"ON",9516464.70766434,"CIA ESTADUAL DE DISTRIB ENER ELET-CEEE-D",20648,0
"08.467.115/0001-00",2021-01-01,105755,2,"PN",164009.462452184,"CIA ESTADUAL DE DISTRIB ENER ELET-CEEE-D",20648,0
"08.493.364/0001-62",2021-03-31,97988,1,"ON",1258415911,"CIA MINEIRA DE AÃ‡UCAR E ALCOOL PARTICIPAÃ‡Ã•ES",21709,0
"08.493.364/0001-62",2021-03-31,97988,1,"PN",0,"CIA MINEIRA DE AÃ‡UCAR E ALCOOL PARTICIPAÃ‡Ã•ES",21709,0
"08.534.605/0001-74",2021-01-01,105375,1,"ON",50855824.9421524,"RENOVA ENERGIA S.A. - EM RECUPERAÃ‡ÃƒO JUDICIAL",21636,0
"08.534.605/0001-74",2021-01-01,105375,1,"PN",49288296.8243347,"RENOVA ENERGIA S.A. - EM RECUPERAÃ‡ÃƒO JUDICIAL",21636,0
"08.560.444/0001-93",2021-01-01,105859,2,"ON",77829000,"CIA CELG DE PARTICIPACOES - CELGPAR",21393,0
"08.560.444/0001-93",2021-01-01,105859,2,"PN",0,"CIA CELG DE PARTICIPACOES - CELGPAR",21393,0
"08.574.411/0001-00",2021-01-01,105288,1,"ON",0,"PRÃTICA KLIMAQUIP INDÃšSTRIA E COMÃ‰RCIO S.A.",24546,0
"08.574.411/0001-00",2021-01-01,105288,1,"PN",373242,"PRÃTICA KLIMAQUIP INDÃšSTRIA E COMÃ‰RCIO S.A.",24546,0
"08.613.550/0001-98",2021-01-01,105693,1,"ON",78531955.3038852,"BRASIL BROKERS PARTICIPACOES S.A.",21180,0
"08.613.550/0001-98",2021-01-01,105693,1,"PN",0,"BRASIL BROKERS PARTICIPACOES S.A.",21180,0
"08.764.621/0001-53",2021-01-01,106038,2,"ON",1928768.99697596,"GENERAL SHOPPING E OUTLETS DO BRASIL S.A.",21008,0
"08.764.621/0001-53",2021-01-01,106038,2,"PN",0,"GENERAL SHOPPING E OUTLETS DO BRASIL S.A.",21008,0
"08.769.451/0001-08",2021-01-01,105023,3,"ON",0,"ISEC SECURITIZADORA S.A.",20818,0
"08.769.451/0001-08",2021-12-31,101031,3,"ON",0,"ISEC SECURITIZADORA S.A.",20818,0
"08.769.451/0001-08",2021-01-01,105023,3,"PN",0,"ISEC SECURITIZADORA S.A.",20818,0
"08.769.451/0001-08",2021-12-31,101031,3,"PN",0,"ISEC SECURITIZADORA S.A.",20818,0
"08.773.135/0001-00",2021-01-01,105841,3,"ON",113548476.190476,NA,NA,0
"08.773.135/0001-00",2021-01-01,105841,3,"PN",0,NA,NA,0
"08.773.191/0001-36",2021-01-01,105324,1,"ON",0,"BRASILIANA PARTICIPAÃ‡Ã•ES S/A",23930,0
"08.773.191/0001-36",2021-01-01,105324,1,"PN",0,"BRASILIANA PARTICIPAÃ‡Ã•ES S/A",23930,0
"08.795.211/0001-70",2021-01-01,105502,1,"ON",0,"MAESTRO LOCADORA DE VEICULOS S.A.",23612,0
"08.795.211/0001-70",2021-01-01,105502,1,"PN",0,"MAESTRO LOCADORA DE VEICULOS S.A.",23612,0
"08.797.760/0001-83",2021-01-01,104929,1,"ON",29187118123.1431,NA,NA,0
"08.797.760/0001-83",2021-01-01,104929,1,"PN",0,NA,NA,0
"08.801.621/0001-86",2021-01-01,105843,2,"ON",152645901.136015,"CYRELA COMMERCIAL PROPERT S.A. EMPR PART",21040,0
"08.801.621/0001-86",2021-01-01,105843,2,"PN",0,"CYRELA COMMERCIAL PROPERT S.A. EMPR PART",21040,0
"08.807.432/0001-10",2021-01-01,105403,1,"ON",309088886.149041,"ESTACIO PARTICIPACOES S.A.",21016,0
"08.807.432/0001-10",2021-01-01,105403,1,"ON",309088886.149041,"YDUQS PARTICIPACOES S.A.",21016,0
"08.807.432/0001-10",2021-01-01,105403,1,"PN",0,"ESTACIO PARTICIPACOES S.A.",21016,0
"08.807.432/0001-10",2021-01-01,105403,1,"PN",0,"YDUQS PARTICIPACOES S.A.",21016,0
"08.811.643/0001-27",2021-01-01,105033,1,"ON",186617095.320313,"TRISUL S.A.",21130,0
"08.811.643/0001-27",2021-01-01,105033,1,"PN",0,"TRISUL S.A.",21130,0
"08.822.767/0001-08",2021-01-01,105760,1,"ON",0,"CONCESSIONÃRIA DA RODOVIA MG-050 S.A.",24104,0
"08.822.767/0001-08",2021-01-01,105760,1,"PN",0,"CONCESSIONÃRIA DA RODOVIA MG-050 S.A.",24104,0
"08.827.501/0001-58",2021-01-01,104914,1,"ON",691876937.598322,"AEGEA SANEAMENTO E PARTICIPAÃ‡Ã•ES S.A.",23396,0
"08.827.501/0001-58",2021-01-01,104914,1,"PN",138834332.976159,"AEGEA SANEAMENTO E PARTICIPAÃ‡Ã•ES S.A.",23396,0
"08.873.873/0001-10",2021-01-01,105952,2,"ON",0,"ECORODOVIAS CONCESSÃ•ES E SERVIÃ‡OS S.A.",21903,0
"08.873.873/0001-10",2021-01-01,105952,2,"PN",0,"ECORODOVIAS CONCESSÃ•ES E SERVIÃ‡OS S.A.",21903,0
"08.902.291/0001-15",2021-01-01,104884,1,"ON",5591150641.17296,NA,NA,0
"08.902.291/0001-15",2021-01-01,104884,1,"PN",0,NA,NA,0
"08.926.302/0001-05",2021-01-01,105957,2,"ON",310093071.42649,"DOMMO ENERGIA S.A.",23493,0
"08.926.302/0001-05",2021-01-01,105957,2,"PN",0,"DOMMO ENERGIA S.A.",23493,0
"08.935.054/0001-50",2021-01-01,105557,1,"ON",7877739.94479077,"MULTINER S/A",21520,0
"08.935.054/0001-50",2021-01-01,105557,1,"PN",6843556.98463153,"MULTINER S/A",21520,0
"08.937.002/0001-13",2021-01-01,104847,1,"ON",1293000,"VISION SECURITIZADORA S.A.",21075,0
"08.937.002/0001-13",2021-01-01,104847,1,"PN",0,"VISION SECURITIZADORA S.A.",21075,0
"09.041.168/0001-10",2021-01-01,103397,5,"ON",102158424.231964,"LOG COMMERCIAL PROPERTIES E PARTICIPAÃ‡Ã•ES",23272,0
"09.041.168/0001-10",2021-01-01,103397,5,"PN",0,"LOG COMMERCIAL PROPERTIES E PARTICIPAÃ‡Ã•ES",23272,0
"09.042.817/0001-05",2021-01-01,106007,2,"ON",90909419.0858523,NA,NA,0
"09.042.817/0001-05",2021-01-01,106007,2,"PN",0,NA,NA,0
