"";"CD_CVM";"DENOM_SOCIAL";"DENOM_COMERC";"SETOR_ATIV";"PF_PJ";"CNPJ";"DT_REG";"DT_CONST";"DT_CANCEL";"MOTIVO_CANCEL";"SIT_REG";"DT_INI_SIT";"SIT_EMISSOR";"DT_INI_SIT_EMISSOR";"CATEG_REG";"DT_INI_CATEG";"AUDITOR";"CNPJ_AUDITOR";"TP_ENDER";"LOGRADOURO";"COMPL";"BAIRRO";"CIDADE";"UF";"PAIS";"CD_POSTAL";"TEL";"FAX";"EMAIL";"TP_RESP";"RESP";"DT_INI_RESP";"LOGRADOURO_RESP";"COMPL_RESP";"BAIRRO_RESP";"CIDADE_RESP";"UF_RESP";"PAIS_RESP";"CEP_RESP";"TEL_RESP";"FAX_RESP";"EMAIL_RESP";"TP_MERC";"cnpj_number"
"161";18287;"CIBRASEC CIA BRASILEIRA DE SECURITIZAÇÃO";"CIBRASEC";"Securitização de Recebíveis";"PJ";"2105040000123";"31/05/1999";"31/07/1997";NA;NA;"ATIVO";"31/05/1999";"FASE OPERACIONAL";"31/05/1999";"Categoria B";"22/05/2012";"KPMG AUDITORES INDEPENDENTES";57755217000129;"SEDE";"RUA TABAPUã";"1.123";"21º ANDAR";"SÃO PAULO";"SP";NA;NA;"(11) 49493000";"(11) 49493011";"cibrasec@cibrasec.com.br";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"FERNANDO PINILHA CRUZ";"15/08/2019";"RUA TABAPUÃ, 1.123";"21º ANDAR";"ITAIM BIBI";"SÃO PAULO";"SP";NA;4533004;"(11) 33207474";"(0) 0";"ri@isecbrasil.com.br";"BALCÃO NÃO ORGANIZADO";2105040000123
"162";21733;"CIELO S.A.";"CIELO S.A.";"Intermediação Financeira";"PJ";"1027058000191";"25/06/2009";"23/11/1995";NA;NA;"ATIVO";"25/06/2009";"FASE OPERACIONAL";"25/06/2009";"Categoria A";"01/01/2010";"KPMG AUDITORES INDEPENDENTES";57755217000129;"SEDE";"Alameda Xingu";"512";"Alphaville";"BARUERI";"SP";"BRASIL";NA;"(11) 21847600";"(11) 21847799";"ri@cielo.com.br";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"GUSTAVO HENRIQUE SANTOS DE SOUSA";"16/03/2019";"ALAMEDA XINGU";"512";"ALPHAVILLE";"BARUERI";"SP";NA;6455030;"(11) 21847814";"(11) 21847799";"ri@cielo.com.br";"BOLSA";1027058000191
"163";14818;"CIMS SA";"CIMS SA";"Emp. Adm. Part. - Sem Setor Principal";"PJ";"272185000193";"14/03/1995";"21/10/1994";NA;NA;"ATIVO";"14/03/1995";"FASE OPERACIONAL";"14/03/1995";"Categoria A";"01/01/2010";"ERNST & YOUNG AUDITORES INDEPENDENTES S/S";61366936000125;"SEDE";"Avenida Bartolomeu Mitre, nº 336";"6º andar";"Leblon";"RIO DE JANEIRO";"RJ";"BRASIL";NA;"(21) 21596000";"(21) 32625133";"llaydner@vincipartners.com";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"JOSÉ GUILHERME CRUZ SOUZA";"21/08/2013";"AV ATAULFO DE PAIVA - Nº153";"5º E 6º AND- PARTE";"LEBLON";"RIO DE JANEIRO";"RJ";NA;22440032;"(21) 32622500";"(21) 32625133";"jgsouza@vincipartners.com";"BOLSA";272185000193
"164";23965;"CINESYSTEM S.A.";"CINESYSTEM S.A.";"Brinquedos e Lazer";"PJ";"7437016000105";"20/07/2016";"24/05/2005";NA;NA;"ATIVO";"20/07/2016";"FASE OPERACIONAL";"07/06/2016";"Categoria A";"20/07/2016";"KPMG AUDITORES INDEPENDENTES";57755217000129;"SEDE";"Avenida Getúlio Vargas, 266";"Sala 504";"Zona 01";"MARINGÁ";"PR";"BRASIL";NA;"(44) 32202152";"(44) 32202111";"cristiane@cinesystem.com.br";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"CRISTIANE DOS SANTOS BUSSIOLI JORGE";"20/05/2016";"AVENIDA GETÚLIO VARGAS, 266";"SALA 504";"ZONA 01";"MARINGÁ";"PR";NA;87013919;"(44) 32202152";"(44) 32202111";"cristiane@cinesystem.com.br";NA;7437016000105
"165";23531;"CLARO TELECOM PARTICIPAÇÕES S.A.";"CLARO TELECOM PARTICIPAÇÕES S.A.";"Emp. Adm. Part. - Telecomunicações";"PJ";"7043628000113";"05/12/2014";"27/09/2004";NA;NA;"ATIVO";"05/12/2014";"FASE OPERACIONAL";"07/08/2014";"Categoria A";"05/12/2014";"BAKER TILLY 4PARTNERS AUDITORES INDEPENDENTES S/S";18596945000183;"SEDE";"Rua Henri Dunant, nº 780";"Torre B - 2º andar";"Santo Amaro";"SÃO PAULO";"SP";"BRASIL";NA;"(21) 21216474";"(21) 21216388";"presidencia@claro.com.br";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"ROBERTO CATALÃO CARDOSO";"01/06/2015";"AV. PRESID. VARGAS, 1012";"11º AND.";"CENTRO";"RIO DE JANEIRO";"RJ";NA;2007910;"(21) 21216474";"(21) 21216388";"invest@claro.com.br";NA;7043628000113
"166";25682;"CM HOSPITALAR S.A";"CM HOSPITALAR S.A";"Comércio (Atacado e Varejo)";"PJ";"12420164000157";"14/04/2021";"09/08/2010";NA;NA;"ATIVO";"14/04/2021";"FASE OPERACIONAL";"03/02/2021";"Categoria A";"03/02/2021";"KPMG AUDITORES INDEPENDENTES";57755217000129;"SEDE";"AVENIDA LUIZ MAGGIONI";"Nº 2.727";"DISTRITO EMPRESARIAL";"RIBEIRÃO PRETO";"SP";NA;NA;NA;NA;NA;"DIRETOR DE RELAÇÕES COM INVESTIDORES";"LEONARDO ALMEIDA BYRRO";"28/01/2021";"AVENIDA LUIZ MAGGION";"2.727, N/A";"DISTRITO INDUSTRIAL";"RIBEIRÃO PRETO";"SP";NA;14072055;"(11) 21028081";NA;"leonardo.byrro@viveo.com.br";NA;12420164000157
"167";4448;"COBRASMA SA";"COBRASMA S/A";"Máquinas, Equipamentos, Veículos e Peças";"PJ";"61080313000191";"12/12/1979";"19/09/1944";NA;NA;"ATIVO";"12/12/1979";"FASE OPERACIONAL";"12/12/1979";"Categoria A";"01/01/2010";"IRMÃOS CAMPOS & CERBONCINI AUDITORES ASSOCIADOS";54933015000131;"SEDE";"Rua Professor Luis Eulalio de Bueno Vidigal 131";NA;"Centro";NA;"SP";"BRASIL";NA;"(11) 46238436";"(11) 46238425";"marcia.bvrb@terra.com.br";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"LUIS EULALIO DE BUENO VIDIGAL FILHO";"12/12/1979";"PROF LUIS EULALIO DE B VIDIGAL";"131";"CENTRO";"OSASCO";"SP";NA;6093085;"(11) 50709333";"(11) 41912710";"marcia.bvrb@terra.com.br";"BOLSA";61080313000191
"168";24724;"COBUCCIO SECURITIZADORA DE CRÉDITOS S.A.";"COBUCCIO SECURITIZADORA DE CRÉDITOS S.A.";"Securitização de Recebíveis";"PJ";"32372085000125";"23/05/2019";"14/11/2018";NA;NA;"ATIVO";"23/05/2019";"FASE PRÉ-OPERACIONAL";"01/03/2019";"Categoria B";"23/05/2019";"AUDIFACTOR AUDITORES INDEPENDENTES S/S";7037795000151;"SEDE";"AV JORGE VIEIRA, 257.";NA;"CENTRO";"MONTE BELO";"MG";"BRASIL";NA;"(35) 998423288";NA;"cjaadv@yahoo.com.br";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"DIEGO LUIZ TEIXEIRA";"14/11/2018";"AV. JORGE VIEIRA, 257";NA;"CENTRO";"MONTE BELO";"MG";NA;37115000;"(35) 35732600";NA;"junior@brasilcard.net";NA;32372085000125
"169";17973;"COGNA EDUCAÇÃO S.A.";"KROTON EDUCACIONAL S.A.";"Emp. Adm. Part. - Educação";"PJ";"2800026000140";"01/12/1998";"26/08/1998";NA;NA;"ATIVO";"01/12/1998";"FASE OPERACIONAL";"31/12/2002";"Categoria A";"01/01/2010";"PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES";61562112000120;"SEDE";"Rua Santa Madalena Sofia, 25";"-";"Vila Paris";"BELO HORIZONTE";"MG";"BRASIL";NA;"(31) 21260700";"(31) 32974983";"dri@kroton.com.br";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"CARLOS ALBERTO BOLINA LAZAR";"16/11/2010";"AV. PAULISTA, 1106";"10º ANDAR";"BELA VISTA";"SÃO PAULO";"SP";NA;1310100;"(11) 37752288";"(11) 37752206";"dri@kroton.com.br";"BOLSA";2800026000140
"170";3654;"COMPANHIA  MELHORAMENTOS DE SÃO PAULO";"MELHORAMENTOS";"Papel e Celulose";"PJ";"60730348000166";"20/07/1977";"30/11/1967";NA;NA;"ATIVO";"20/07/1977";"FASE OPERACIONAL";"20/07/1977";"Categoria A";"01/01/2010";"IRKO AUDITORES INDEPENDENTES";2878522000116;"SEDE";"RUA TITO";"479";"VILA ROMA";"SÃO PAULO";"SP";"BRASIL";NA;"(11) 38740662";"(11) 38740504";"sergio.sesiki@melhoramentos.com.br";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"MARCELO PERSONE PRESTES DE CAMARGO";"15/05/2020";"RUA TITO, 479";NA;"VILA ROMANA";"SÃO PAULO";"SP";NA;5051000;"(11) 38740502";"(0) 38740504";"rgibini@melhoramentos.com.br";"BOLSA";60730348000166
"171";14826;"COMPANHIA BRASILEIRA DE DISTRIBUIÇÃO";"PÃO DE AÇÚCAR";"Comércio (Atacado e Varejo)";"PJ";"47508411000156";"04/04/1995";"11/11/1981";NA;NA;"ATIVO";"04/04/1995";"FASE OPERACIONAL";"04/04/1995";"Categoria A";"01/01/2010";"ERNST & YOUNG AUDITORES INDEPENDENTES S/S";61366936000125;"SEDE";"Av. Brigadeiro Luis Antonio 3142";"-";"Jardim Paulista";"SÃO PAULO";"SP";"BRASIL";NA;"(011) 38860421";"(11) 38842677";"gpa.ri@gpabr.com";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"ISABELA MARIA CADENASSI BATISTA";"25/04/2013";"BRIGADEIRO LUÍS ANTÔNIO 3142";"4° ANDAR";"JD PAULISTA";"SÃO PAULO";"SP";NA;1402901;"(11) 38860533";"(11) 38860244";"gpa.ri@gpabr.com";"BOLSA";47508411000156
"172";21393;"COMPANHIA CELG DE PARTICIPAÇÕES";"CELGPAR";"Emp. Adm. Part. - Energia Elétrica";"PJ";"8560444000193";"14/03/2008";"04/12/2006";NA;NA;"ATIVO";"14/03/2008";"FASE OPERACIONAL";"14/03/2008";"Categoria A";"01/01/2010";"BERKAN AUDITORES INDEPENDENTES S/S";21449300000122;"SEDE";"AV.C,QUADRA A-48,LOTE6, Nº 450";"SALA10, ED.ANDRADE";"JARDIM GOIÁS";"GOIÂNIA";"GO";"BRASIL";NA;"(62) 36123939";NA;"relacoescominvestidorescelgpar@celggt.com";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"HUMBERTO TANNUS JUNIOR";"10/03/2017";"RUA 8 QUADRA G-4, LOTE 53, N 6";"AP 1001 T RHODES";"SETOR OESTE";"GOIÂNIA";"GO";NA;74115100;"(62) 36123939";"(62) 36123939";"relacoescominvestidores@celggt.com";"BOLSA";8560444000193
"173";18546;"COMPANHIA DE ÁGUA E ESGOTO DO CEARÁ";"CAGECE";"Saneamento, Serv. Água e Gás";"PJ";"7040108000157";"19/01/2000";"21/07/1971";NA;NA;"ATIVO";"19/01/2000";"FASE OPERACIONAL";"19/01/2000";"Categoria A";"01/01/2010";"PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES";61562112000120;"SEDE";"RUA DR. LAURO VIEIRA CHAVES";"1030";"VILA UNIAO";"FORTALEZA";"CE";"BRASIL";NA;"(85) 31011809";"(85) 31011822";"dario.perini@cagece.com.br";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"DARIO SIDRIM PERINI";"05/03/2015";"AV. LAURO VIEIRA CHAVES, 1030";NA;"VILA UNIÃO";"FORTALEZA";"CE";NA;60420280;"(85) 31011798";"(85) 31011718";"ri@cagece.com.br";"BOLSA";7040108000157
"174";3077;"COMPANHIA DE FIACAO E TECIDOS CEDRO E CACHOEIRA";"CIA. DE FIAÇÃO E TECIDOS CEDRO CACHOEIRA";"Têxtil e Vestuário";"PJ";"17245234000100";"11/08/1969";"02/04/1883";NA;NA;"ATIVO";"11/08/1969";"FASE OPERACIONAL";"11/08/1969";"Categoria A";"01/01/2010";"BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES";54276936000179;"SEDE";"Rua Paraíba, 337";NA;"Funcionários";"BELO HORIZONTE";"MG";"BRASIL";NA;"(31) 32355224";"(31) 32355033";"ri@cedro.ind.br";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"FÁBIO MASCARENHAS ALVES";"12/07/2006";"RUA PRAÍBA Nº 337";NA;"FUNCIONÁRIOS";"BELO HORIZONTE";"MG";NA;30130140;"(31) 32355222";"(31) 32355033";"fabio@cedro.com.br";"BOLSA";17245234000100
"175";25178;"COMPANHIA DE GÁS DE MINAS GERAIS - GASMIG";NA;"Saneamento, Serv. Água e Gás";"PJ";"22261473000185";"06/10/2020";"15/07/1986";NA;NA;"ATIVO";"06/10/2020";"FASE OPERACIONAL";"30/03/2020";"Categoria B";"30/03/2020";"ERNST & YOUNG AUDITORES INDEPENDENTES S/S";61366936000125;"SEDE";"AV. DO CONTORNO, 6.594";"10º AND";"LOURDES";"BELO HORIZONTE";"MG";NA;NA;"(031) 32651068";"(031) 32912015";"gasmig@gasmig.com.br";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"LAURO SÉRGIO VASCONCELOS DAVID";"04/03/2020";"AV. DO CONTORNO, 6.594";"10º AND";"LOURDES";"BELO HORIZONTE";"MG";NA;30110044;"(31) 32651068";"(31) 32912015";"lauro@gasmig.com.br";NA;22261473000185
"176";15636;"COMPANHIA DE GÁS DE SÃO PAULO - COMGÁS";"COMPANHIA DE GÁS DE SÃO PAULO - COMGÁS";"Emp. Adm. Part. - Saneamento, Serv. Água e Gás";"PJ";"61856571000117";"03/07/1996";"11/11/1968";NA;NA;"ATIVO";"03/07/1996";"FASE OPERACIONAL";"03/07/1996";"Categoria A";"01/01/2010";"KPMG AUDITORES INDEPENDENTES";57755217000129;"SEDE";"Avenida Brigadeiro Faria Lima nº 4.100";"14º andar";"Itaim Bibi";"SÃO PAULO";"SP";"BRASIL";NA;"(11) 45045065";"(011) 45045257";"investidores@comgas.com.br";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"RAFAEL BERGMAN";"24/09/2016";"AVENIDA BRIGADEIRO FARIA LIMA";"4100/14º AND";"ITAIM BIBI";"SÃO PAULO";"SP";NA;4543011;"(11) 45045065";"(11) 45045257";"investidores@comgas.com.br";NA;61856571000117
"177";22691;"COMPANHIA DE LOCAÇÃO DAS AMERICAS";"LOCAMERICA";"Serviços Transporte e Logística";"PJ";"10215988000160";"30/12/2011";"18/07/2008";NA;NA;"ATIVO";"30/12/2011";"FASE OPERACIONAL";"30/12/2011";"Categoria A";"01/03/2012";"KPMG AUDITORES INDEPENDENTES";57755217000129;"SEDE";"Avenida Engenheiro Caetano Álvares, nº 150";"-";"Limão";"SÃO PAULO";"SP";"BRASIL";NA;"(11) 39278438";"(31) 33191573";"ri@locamerica.com.br";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"JOSÉ ANTÔNIO DE SOUSA AZEVEDO";"11/07/2017";"AVENIDA RAJA GABAGLIA, Nº 1781";"13º AND";"LUXEMBURGO";"BELO HORIZONTE";"MG";NA;30380403;"(31) 33191142";"(31) 33191583";"ri@unidas.com.br";NA;10215988000160
"178";19445;"COMPANHIA DE SANEAMENTO DE MINAS GERAIS";"COPASA MG";"Saneamento, Serv. Água e Gás";"PJ";"17281106000103";"17/09/2003";"05/07/1963";NA;NA;"ATIVO";"17/09/2003";"FASE OPERACIONAL";"17/09/2003";"Categoria A";"01/01/2010";"KPMG AUDITORES INDEPENDENTES";57755217000129;"SEDE";"Rua Mar de Espanha";"525";"Bairro Santo Antonio";"BELO HORIZONTE";"MG";"BRASIL";NA;"(31) 32502015";"(31) 32501604";"ri@copasa.com.br";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"CARLOS AUGUSTO BOTREL BERTO";"17/04/2018";"RUA MAR DE ESPANHA";"525";"SANTO ANTÔNIO";"BELO HORIZONTE";"MG";NA;30330900;"(31) 32502015";"(0) 0";"ri@copasa.com.br";"BOLSA";17281106000103
"179";23809;"COMPANHIA DE SANEAMENTO DO TOCANTINS - SANEATINS";"COMPANHIA DE SANEAMENTO DO TOCANTINS - SANEATINS";"Saneamento, Serv. Água e Gás";"PJ";"25089509000183";"21/12/2015";"25/04/1989";NA;NA;"ATIVO";"21/12/2015";"FASE OPERACIONAL";"09/10/2015";"Categoria B";"09/10/2015";"ERNST & YOUNG AUDITORES INDEPENDENTES S/S";61366936000125;"SEDE";"Quadra 312 Sul, Avenida LO-05";"s/n";"Plano Diretor Sul";"PALMAS";"TO";"BRASIL";NA;"(63) 32183401";"(63) 32183419";"risaneatins@brkambiental.com.br";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"UBIRATAN TABAJARA PAIVA DINIZ";"09/10/2015";"QUADRA 312 SUL, AV.LO-05";"S/N";"PLANO DIRETOR SUL";"PALMAS";"TO";NA;77021200;"(63) 32183401";"(63) 32183419";"risaneatins@brkambiental.com.br";NA;25089509000183
"180";14451;"COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB";"CEB - COMPANHIA ENERGÉTICA DE BRASÍLIA";"Energia Elétrica";"PJ";"70698000111";"04/07/1994";"16/12/1968";NA;NA;"ATIVO";"04/07/1994";"FASE OPERACIONAL";"04/07/1994";"Categoria A";"01/01/2010";"BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES";54276936000179;"SEDE";"SIA - Área de Serviços Públicos, Lote C";"Bloco E";"Guará";"BRASÍLIA";"DF";"BRASIL";NA;"(61) 34659300";"(61) 34652007";"ari@ceb.com.br";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"MARLON REZENDE JÚNIOR";"24/01/2019";"SIA-ÁREA DE SERV. PÚB. LOT C";"BLOCO E";"GUARÁ";"BRASÍLIA";"DF";NA;71215902;"(61) 34659300";"(61) 34659300";"ARI@ceb.com.br";"BOLSA";70698000111
"181";24422;"COMPANHIA ENERGÉTICA JAGUARA";"COMPANHIA ENERGÉTICA JAGUARA";"Energia Elétrica";"PJ";"28925264000175";"27/04/2018";"09/10/2017";NA;NA;"ATIVO";"27/04/2018";"FASE OPERACIONAL";"15/02/2018";"Categoria B";"27/04/2018";"DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES";49928567000111;"SEDE";"RUA PASCHOAL APOSTOLO PITSICA,";"Nº 5064";"AGRONOMICA";"FLORIANÓPOLIS";"SC";"BRASIL";NA;"(48) 32217252";"(48) 32217253";"marcelo.malta@engie.com";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"PAULO ROBERTO KELLER DE NEGREIROS";"09/10/2017";"RUA PASCHOAL APOSTOLO PITSICA";"Nº 5064";"AGRONOMICA";"FLORIANÓPOLIS";"SC";NA;88025255;"(48) 32217252";"(48) 32217253";"ri.brenergia@engie.com";NA;28925264000175
"182";24430;"COMPANHIA ENERGÉTICA MIRANDA";"COMPANHIA ENERGÉTICA MIRANDA";"Energia Elétrica";"PJ";"28942127000149";"27/04/2018";"09/10/2017";NA;NA;"ATIVO";"27/04/2018";"FASE OPERACIONAL";"19/02/2018";"Categoria B";"27/04/2018";"DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES";49928567000111;"SEDE";"RUA PASCHOAL APOSTOLO PITSICA";"Nº 5064";"AGRONOMICA";"FLORIANÓPOLIS";"SC";"BRASIL";NA;"(48) 32217252";"(48) 32217253";"marcelo.malta@engie.com";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"PAULO ROBERTO KELLER DE NEGREIROS";"09/10/2017";"RUA PASCHOAL APOSTOLO PITSICA";"Nº 5064";"AGRONOMICA";"FLORIANÓPOLIS";"SC";NA;88025255;"(48) 32217010";"(48) 32217253";"ri.brenergia@engie.com";NA;28942127000149
"183";24155;"COMPANHIA ENERGÉTICA SINOP S.A.";"COMPANHIA ENERGÉTICA SINOP S.A.";"Energia Elétrica";"PJ";"19527586000175";"22/06/2017";"28/10/2013";NA;NA;"ATIVO";"22/06/2017";"FASE PRÉ-OPERACIONAL";"03/02/2017";"Categoria B";"22/06/2017";"KPMG AUDITORES INDEPENDENTES";57755217000129;"SEDE";"Avenida das Sibipirunas";"nº 3662";"Setor Comercial - Ce";"SINOP";"MT";"BRASIL";NA;"(66) 35209500";"(66) 35209500";"ri@uhesinop.com.br";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"VERA LUCIA RETT CARREIRA";"06/11/2019";"AVENIDA DOS FLAMBOYANTES, 684";NA;"JARDIM BOTÂNICO";"SINOP";"MT";NA;78556024;"(66) 35209500";"(0) 0";"ri@sinopenergia.com.br";NA;19527586000175
"184";3395;"COMPANHIA INDUSTRIAL CATAGUASES";"COMPANHIA INDUSTRIAL CATAGUASES";"Têxtil e Vestuário";"PJ";"19526748000150";"19/12/1973";"12/11/1936";NA;NA;"ATIVO";"19/12/1973";"FASE OPERACIONAL";"19/12/1973";"Categoria A";"01/01/2010";"GRANT THORNTON AUDITORES INDEPENDENTES";10830108000165;"SEDE";"PRAçA JOSé INáCIO PEIXOTO";"28";"VILA TEREZA";"CATAGUASES";"MG";"BRASIL";NA;"(32) 34222211";"(32) 34211382";"snovais@cataguases.com.br";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"DANNY SIEKIERSKI";"07/03/2019";"AV. JOSÉ GALANTE, 224";"APT 161";"VILA  SUZANA";"SÃO PAULO";"SP";NA;5642000;"(32) 34222211";"(0) 0";"suellen.novais@cataguases.com.br";"BOLSA";19526748000150
"185";3450;"COMPANHIA ITAUNENSE ENERGIA E PARTICIPAÇÕES";"INDL ITAUNENSE";"Metalurgia e Siderurgia";"PJ";"21254073000180";"02/04/1969";"01/05/1911";NA;NA;"ATIVO";"23/11/2017";"EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE";"18/03/2014";"Categoria A";"01/01/2010";"GRANT THORNTON AUDITORES INDEPENDENTES";10830108000165;"SEDE";"RUA GODOFREDO GONçALVES";"150";"CENTRO";"ITAÚNA";"MG";"BRASIL";NA;"(37) 32421242";"(31) 32819827";"itaunense@uol.com.br";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"TELMO TULIO GONÇALVES DE SOUZA";"01/03/2013";"R. CORONEL CERQUEIRA LEITE 133";NA;"CENTRO";"ITAÚNA";"MG";NA;35680063;"(37) 32421242";"(0) 0";"itaunense@uol.com.br";"BALCÃO NÃO ORGANIZADO";21254073000180
"186";21709;"COMPANHIA MINEIRA DE AÇUCAR E ALCOOL PARTICIPAÇÕES";"CMAA";"Emp. Adm. Part. - Agricultura (Açúcar, Álcool e Cana)";"PJ";"8493364000162";"04/03/2009";"01/12/2006";NA;NA;"ATIVO";"04/03/2009";"FASE OPERACIONAL";"12/04/2010";"Categoria B";"01/01/2010";"KPMG AUDITORES INDEPENDENTES";57755217000129;"SEDE";"RODOVIA BR 050, KM 121";"A 17 KM DA RODOVIA";"ZONA RURAL";"UBERABA";"MG";"BRASIL";NA;"(34) 32287310";"(34) 32287335";"jeferson.degaspari@cmaa.ind.br";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"JEFERSON DEGASPARI";"08/07/2016";"RODOVIA BR 050, KM 121";"A 17 KM DA RODOVIA";"ZONA RURAL";"UBERABA";"MG";NA;38056050;"(34) 32287310";"(34) 32287335";"jeferson.degaspari@cmaa.ind.br";"BALCÃO ORGANIZADO";8493364000162
"187";14311;"COMPANHIA PARANAENSE DE ENERGIA";"COPEL";"Energia Elétrica";"PJ";"76483817000120";"04/04/1994";"26/10/1954";NA;NA;"ATIVO";"04/04/1994";"FASE OPERACIONAL";"04/04/1994";"Categoria A";"01/01/2010";"DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES";49928567000111;"SEDE";"Rua Coronel Dulcídio, 800";NA;"Batel";"CURITIBA";"PR";"BRASIL";NA;"(41) 33314011";"(41) 33312849";"copel@copel.com";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"ADRIANO RUDEK DE MOURA";"16/05/2017";"RUA CORONEL DULCÍDIO, 800";"3º ANDAR";"BATEL";"CURITIBA";"PR";NA;80210220;"(041) 33105115";"(041) 33313136";"ri@copel.com";"BOLSA";76483817000120
"188";3824;"COMPANHIA PAULISTA DE FORCA LUZ - CPFL";"CPFL";"Energia Elétrica";"PJ";"33050196000188";"19/08/1969";"01/01/1912";NA;NA;"ATIVO";"19/08/1969";"FASE OPERACIONAL";"19/08/1969";"Categoria B";"01/01/2010";"KPMG AUDITORES INDEPENDENTES";57755217000129;"SEDE";"RUA JORGE DE FIGUEIREDO CORREA";"Nº 1.632  PARTE";"JD. PROFª TARCILLA";"CAMPINAS";"SP";"BRASIL";NA;"(19) 37566083";NA;"ri@cpfl.com.br";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"YUEHUI PAN";"01/02/2019";"RUA JORGE DE FIGUEIREDO CORREA";"1632 PARTE";"JD, PROF.ª TARCÍLIA";"CAMPINAS";"SP";NA;13087397;"(19) 37568458";"(11) 37566089";"ri@cpfl.com.br";"BALCÃO NÃO ORGANIZADO";33050196000188
"189";22080;"COMPANHIA PAULISTA DE SECURITIZAÇÃO";"COMPANHIA PAULISTA DE SECURITIZAÇÃO";"Securitização de Recebíveis";"PJ";"11274829000107";"20/07/2010";"15/10/2009";NA;NA;"ATIVO";"20/07/2010";"FASE OPERACIONAL";"01/04/2013";"Categoria B";"20/07/2010";"PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES";61562112000120;"SEDE";"AVENIDA RANGEL PESTANA, Nº 300";"9º ANDAR";"CENTRO";"SÃO PAULO";"SP";"BRASIL";NA;"(11) 32432817";"(11) 32432830";"cpsecfaz@fazenda.sp.gov.br";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"MAX FREDDY FRAUENDORF";"02/02/2015";"AVENIDA RANGEL PESTANA, Nº 300";"9º ANDAR";"CENTRO";"SÃO PAULO";"SP";NA;1017911;"(11) 32432817";"(11) 32432830";"mffrauendorf@cpsec.fazenda.sp.gov.br";"BALCÃO NÃO ORGANIZADO";11274829000107
"190";24147;"COMPANHIA SEC. DE CRÉDITOS FIN. CARTÕES CONSIGNADOS BMG";"COMPANHIA SEC. DE CRÉDITOS FIN. CARTÕES CONSIGNADOS BMG";"Securitização de Recebíveis";"PJ";"27137879000174";"14/06/2017";"03/02/2017";NA;NA;"ATIVO";"14/06/2017";"FASE PRÉ-OPERACIONAL";"03/04/2017";"Categoria B";"14/06/2017";"KPMG AUDITORES INDEPENDENTES";57755217000129;"SEDE";"Rua Cardeal Arcoverde, 2365";"cj. 24";"Pinheiros";"SÃO PAULO";"SP";"BRASIL";NA;"(011) 33851800";NA;"dri@seccred.com.br";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"MARTHA DE SÁ PESSÔA";"17/02/2017";"RUA CARDEAL ARCOVERDE, 3265";"CONJ. 24";"PINHEIROS";"SÃO PAULO";"SP";NA;5407003;"(11) 33851800";"(11) 33851800";"secfinanceira@vert-capital.com";NA;27137879000174
